coh_m1,phi_m1,coh_m2,phi_m2,srf,origin
94.0398,24.8066,0.447335,36.6523,1.48,validation
100.872,23.4309,1.01378,31.0273,1.35,validation
99.2355,26.6507,0.69894,35.5818,1.52,validation
93.3417,21.4904,0.0837518,35.9321,1.33,validation
94.6412,23.7221,0.451405,33.3082,1.38,validation
94.3179,26.2054,0.419563,33.8725,1.44,validation
98.9696,25.3111,0.251564,35.702,1.49,validation
90.3194,22.5954,1.42786,36.5658,1.37,validation
92.3227,25.4521,1.3729,37.1885,1.5,validation
101.176,23.9406,1.30048,33.4389,1.41,validation
94.4382,23.2983,1.52065,36.3815,1.42,validation
96.6394,22.6966,0.165848,34.6129,1.38,validation
95.7583,24.417,0.208038,35.0505,1.44,validation
101.526,26.3626,0.850547,35.0105,1.51,validation
101.764,22.8188,1.10878,32.7861,1.37,validation
99.7882,26.7052,1.20023,35.1117,1.52,validation
96.864,25.527,0.0110538,35.6924,1.49,validation
94.5528,27.1237,0.147382,36.0025,1.53,validation
101.298,24.2742,0.277735,36.8354,1.49,validation
96.7731,23.3793,0.390166,37.1287,1.44,validation
100.799,25.545,1.60662,36.7496,1.53,validation
91.9959,27.5347,0.534151,32.8071,1.46,validation
98.064,23.0856,0.948708,31.8491,1.35,validation
92.5732,22.6371,1.91721,35.0342,1.38,validation
98.3914,26.9464,0.376367,37.4936,1.57,validation
98.5077,26.4076,1.05842,33.2707,1.47,validation
92.7226,27.4984,0.315324,36.0791,1.54,validation
97.6506,25.8581,0.779021,31.8368,1.42,validation
93.1492,26.0688,0.715569,34.2769,1.46,validation
95.7898,25.1686,0.925735,32.8665,1.4,validation
96.585,24.07,0.850925,37.9237,1.47,validation
95.8321,22.0698,0.368697,33.4112,1.34,validation
94.0279,26.8902,0.643216,36.667,1.54,validation
99.912,25.9034,0.838456,33.0634,1.45,validation
97.3815,21.937,0.290667,34.9549,1.36,validation
100.853,24.1122,0.901079,35.5964,1.46,validation
99.0423,27.1008,0.867043,31.6005,1.44,validation
101.966,25.4378,0.116086,31.7539,1.41,validation
99.4174,25.4902,0.44395,32.8848,1.44,validation
99.3679,22.3757,0.0449081,35.2617,1.39,validation
92.1318,26.4624,0.134195,31.1046,1.39,validation
98.2978,22.5268,0.345015,32.9788,1.35,validation
